0.000000 1.000000 0.500000 0.000000 0.000000 0.000000 0.000000
0.010000 0.100000 0.300000 0.000000 -0.900000 -0.200000 0.000000
0.020000 1.286000 0.030000 0.000000 1.186000 -0.270000 0.000000
0.030000 -1.285314 0.385800 0.000000 -2.571314 0.355800 0.000000
0.040000 -0.927044 -0.385594 0.000000 0.358270 -0.771394 0.000000
0.050000 -0.588770 -0.278113 0.000000 0.338275 0.107481 0.000000
0.060000 0.236577 -0.176631 0.000000 0.825347 0.101482 0.000000
0.070000 0.745013 0.070973 0.000000 0.508436 0.247604 0.000000
0.080000 0.293911 0.223504 0.000000 -0.451101 0.152531 0.000000
0.090000 1.102566 0.088173 0.000000 0.808655 -0.135330 0.000000
0.100000 -0.613740 0.330770 0.000000 -1.716307 0.242597 0.000000
0.110000 0.803422 -0.184122 0.000000 1.417162 -0.514892 0.000000
0.120000 -0.087804 0.241027 0.000000 -0.891226 0.425149 0.000000
0.130000 1.230233 -0.026341 0.000000 1.318037 -0.267368 0.000000
0.140000 -1.145205 0.369070 0.000000 -2.375438 0.395411 0.000000
0.150000 -0.467021 -0.343561 0.000000 0.678183 -0.712632 0.000000
0.160000 0.351086 -0.140106 0.000000 0.818107 0.203455 0.000000
0.170000 0.687328 0.105326 0.000000 0.336242 0.245432 0.000000
0.180000 0.443939 0.206198 0.000000 -0.243389 0.100873 0.000000
0.190000 0.930284 0.133182 0.000000 0.486345 -0.073017 0.000000
0.200000 -0.078418 0.279085 0.000000 -1.008703 0.145904 0.000000
0.210000 1.270476 -0.023526 0.000000 1.348895 -0.302611 0.000000
0.220000 -1.283279 0.381143 0.000000 -2.553755 0.404668 0.000000
0.230000 -0.924383 -0.384984 0.000000 0.358896 -0.766127 0.000000
0.240000 -0.581262 -0.277315 0.000000 0.343122 0.107669 0.000000
0.250000 0.249674 -0.174378 0.000000 0.830936 0.102937 0.000000
0.260000 0.738349 0.074902 0.000000 0.488675 0.249281 0.000000
0.270000 0.311678 0.221505 0.000000 -0.426671 0.146603 0.000000
0.280000 1.085504 0.093504 0.000000 0.773826 -0.128001 0.000000
